Scopus - Compare journals

"Journal selected: ","China Journal of Social Work, Clinical Social Work Journal, European Journal of Social Work, Health and Social Work, Indian Journal of Social Work, International Social Work, Journal of Ethnic and Cultural Diversity in Social Work, Journal of Evidence-Based Social Work, Journal of Family Social Work, Journal of Gerontological Social Work"

"Calculations last updated:","13 Jun 2014"
"Note:","Scopus does not have complete citation information for articles published before 1996. For more information please visit www.journalmetrics.com"

"Journal","Year","SJR","IPP","SNIP","Citations","Documents","% Not Cited","% Review"
"China Journal of Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2000"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2001"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2002"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2003"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2004"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2005"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2006"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2007"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2008"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2009"," "," "," ","0","0","0","0",,,,,,,,,,,
"China Journal of Social Work","2010"," "," "," ","0","23","43.48","17.39",,,,,,,,,,,
"China Journal of Social Work","2011","0.108","0.048","0.024","1","23","65.22","0",,,,,,,,,,,
"China Journal of Social Work","2012","0.12","0.026","0.064","9","22","68.18","4.55",,,,,,,,,,,
"China Journal of Social Work","2013","0.265","0.375","0.611","29","26","80.77","0",,,,,,,,,,,
"China Journal of Social Work","2014"," "," "," ","15","25","100","0",,,,,,,,,,,
"China Journal of Social Work","2015"," "," "," ","3","0","0","0",,,,,,,,,,,
"Clinical Social Work Journal","1996"," "," "," ","119","36","30.56","16.67",,,,,,,,,,,
"Clinical Social Work Journal","1997"," "," "," ","112","43","44.19","4.65",,,,,,,,,,,
"Clinical Social Work Journal","1998"," "," "," ","111","49","51.02","8.16",,,,,,,,,,,
"Clinical Social Work Journal","1999","0.283","0.434","1.08","130","43","48.84","0",,,,,,,,,,,
"Clinical Social Work Journal","2000","0.289","0.319","0.786","124","39","33.33","2.56",,,,,,,,,,,
"Clinical Social Work Journal","2001","0.207","0.178","0.389","107","41","43.9","2.44",,,,,,,,,,,
"Clinical Social Work Journal","2002","0.153","0.181","0.358","107","42","50","14.29",,,,,,,,,,,
"Clinical Social Work Journal","2003","0.162","0.219","0.43","135","48","52.08","29.17",,,,,,,,,,,
"Clinical Social Work Journal","2004","0.219","0.25","0.848","123","49","59.18","18.37",,,,,,,,,,,
"Clinical Social Work Journal","2005","0.167","0.192","0.375","148","50","56","16",,,,,,,,,,,
"Clinical Social Work Journal","2006","0.233","0.243","0.542","254","52","42.31","19.23",,,,,,,,,,,
"Clinical Social Work Journal","2007","0.178","0.22","0.353","227","42","28.57","0",,,,,,,,,,,
"Clinical Social Work Journal","2008","0.271","0.58","0.837","278","55","43.64","5.45",,,,,,,,,,,
"Clinical Social Work Journal","2009","0.293","0.455","0.551","247","53","43.4","1.89",,,,,,,,,,,
"Clinical Social Work Journal","2010","0.354","0.623","0.974","328","58","44.83","0",,,,,,,,,,,
"Clinical Social Work Journal","2011","0.281","0.59","0.789","358","50","30","10",,,,,,,,,,,
"Clinical Social Work Journal","2012","0.23","0.418","0.488","446","49","42.86","0",,,,,,,,,,,
"Clinical Social Work Journal","2013","0.31","0.543","0.604","406","54","68.52","3.7",,,,,,,,,,,
"Clinical Social Work Journal","2014"," "," "," ","383","53","88.68","0",,,,,,,,,,,
"Clinical Social Work Journal","2015"," "," "," ","20","0","0","0",,,,,,,,,,,
"European Journal of Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"European Journal of Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"European Journal of Social Work","1998"," "," "," ","1","56","62.5","0",,,,,,,,,,,
"European Journal of Social Work","1999"," "," "," ","2","48","62.5","0",,,,,,,,,,,
"European Journal of Social Work","2000","0.12"," "," ","3","51","68.63","0",,,,,,,,,,,
"European Journal of Social Work","2001","1.103"," "," ","18","52","69.23","0",,,,,,,,,,,
"European Journal of Social Work","2002","0.121"," "," ","16","37","72.97","0",,,,,,,,,,,
"European Journal of Social Work","2003"," "," "," ","25","53","67.92","0",,,,,,,,,,,
"European Journal of Social Work","2004"," "," "," ","26","40","67.5","0",,,,,,,,,,,
"European Journal of Social Work","2005"," "," "," ","35","35","37.14","0",,,,,,,,,,,
"European Journal of Social Work","2006"," "," "," ","57","44","52.27","0",,,,,,,,,,,
"European Journal of Social Work","2007"," "," "," ","60","50","44","0",,,,,,,,,,,
"European Journal of Social Work","2008"," "," "," ","130","57","56.14","1.75",,,,,,,,,,,
"European Journal of Social Work","2009","0.24","0.207","0.478","131","47","34.04","4.26",,,,,,,,,,,
"European Journal of Social Work","2010","0.44","0.355","0.647","161","52","48.08","0",,,,,,,,,,,
"European Journal of Social Work","2011","0.316","0.44","0.578","188","54","66.67","1.85",,,,,,,,,,,
"European Journal of Social Work","2012","0.525","0.585","0.682","227","48","45.83","4.17",,,,,,,,,,,
"European Journal of Social Work","2013","0.273","0.398","0.455","237","30","83.33","6.67",,,,,,,,,,,
"European Journal of Social Work","2014"," "," "," ","190","52","98.08","0",,,,,,,,,,,
"European Journal of Social Work","2015"," "," "," ","23","11","100","0",,,,,,,,,,,
"Health and Social Work","1996"," "," "," ","375","47","21.28","0",,,,,,,,,,,
"Health and Social Work","1997"," "," "," ","368","55","34.55","14.55",,,,,,,,,,,
"Health and Social Work","1998"," "," "," ","372","44","22.73","11.36",,,,,,,,,,,
"Health and Social Work","1999","0.618","0.888","0.759","388","41","14.63","4.88",,,,,,,,,,,
"Health and Social Work","2000","0.531","0.977","1.216","477","40","22.5","12.5",,,,,,,,,,,
"Health and Social Work","2001","0.304","0.647","0.909","443","37","8.11","13.51",,,,,,,,,,,
"Health and Social Work","2002","0.327","0.793","0.885","463","48","20.83","4.17",,,,,,,,,,,
"Health and Social Work","2003","0.308","0.628","0.528","527","41","12.2","26.83",,,,,,,,,,,
"Health and Social Work","2004","0.512","0.596","0.92","536","42","7.14","59.52",,,,,,,,,,,
"Health and Social Work","2005","0.348","0.777","0.776","657","42","0","45.24",,,,,,,,,,,
"Health and Social Work","2006","0.325","0.718","0.642","734","39","2.56","56.41",,,,,,,,,,,
"Health and Social Work","2007","0.408","0.943","1.02","783","45","13.33","24.44",,,,,,,,,,,
"Health and Social Work","2008","0.447","0.925","0.972","841","36","8.33","22.22",,,,,,,,,,,
"Health and Social Work","2009","0.413","0.95","0.855","802","38","13.16","15.79",,,,,,,,,,,
"Health and Social Work","2010","0.499","1.289","0.872","948","36","11.11","33.33",,,,,,,,,,,
"Health and Social Work","2011","0.4","1.126","0.909","897","37","16.22","56.76",,,,,,,,,,,
"Health and Social Work","2012","0.486","1.144","0.839","1111","25","28","16",,,,,,,,,,,
"Health and Social Work","2013","0.366","0.897","0.468","928","27","66.67","18.52",,,,,,,,,,,
"Health and Social Work","2014"," "," "," ","753","26","84.62","15.38",,,,,,,,,,,
"Health and Social Work","2015"," "," "," ","49","0","0","0",,,,,,,,,,,
"Indian Journal of Social Work","1996"," "," "," ","14","50","70","0",,,,,,,,,,,
"Indian Journal of Social Work","1997"," "," "," ","19","51","58.82","0",,,,,,,,,,,
"Indian Journal of Social Work","1998"," "," "," ","17","57","54.39","3.51",,,,,,,,,,,
"Indian Journal of Social Work","1999","0.113","0.018","0.067","42","49","71.43","6.12",,,,,,,,,,,
"Indian Journal of Social Work","2000","0.139","0.038","0.37","35","61","52.46","3.28",,,,,,,,,,,
"Indian Journal of Social Work","2001","0.1","0.009","0.041","48","54","61.11","0",,,,,,,,,,,
"Indian Journal of Social Work","2002","0.123","0.011","0.067","41","48","79.17","37.5",,,,,,,,,,,
"Indian Journal of Social Work","2003","0.141","0.074","0.207","41","42","76.19","11.9",,,,,,,,,,,
"Indian Journal of Social Work","2004","0.106","0.044","0.326","39","43","81.4","0",,,,,,,,,,,
"Indian Journal of Social Work","2005","0.1","0","0","40","41","75.61","9.76",,,,,,,,,,,
"Indian Journal of Social Work","2006","0.11","0.014","0.176","57","37","81.08","8.11",,,,,,,,,,,
"Indian Journal of Social Work","2007","0.1","0","0","47","48","83.33","0",,,,,,,,,,,
"Indian Journal of Social Work","2008","0.1","0.023","0.164","36","44","86.36","4.55",,,,,,,,,,,
"Indian Journal of Social Work","2009","0.101","0","0","41","42","85.71","2.38",,,,,,,,,,,
"Indian Journal of Social Work","2010","0.113","0.041","0.3","51","46","95.65","8.7",,,,,,,,,,,
"Indian Journal of Social Work","2011","0.11","0.021","0.16","33","41","87.8","7.32",,,,,,,,,,,
"Indian Journal of Social Work","2012","0.11","0.022","0.047","66","38","97.37","2.63",,,,,,,,,,,
"Indian Journal of Social Work","2013","0.1","0","0","52","29","100","6.9",,,,,,,,,,,
"Indian Journal of Social Work","2014"," "," "," ","26","0","0","0",,,,,,,,,,,
"Indian Journal of Social Work","2015"," "," "," ","2","0","0","0",,,,,,,,,,,
"International Social Work","1996"," "," "," ","50","43","39.53","0",,,,,,,,,,,
"International Social Work","1997"," "," "," ","59","44","40.91","11.36",,,,,,,,,,,
"International Social Work","1998"," "," "," ","52","50","42","4",,,,,,,,,,,
"International Social Work","1999","0.17","0.209","0.459","90","63","53.97","0",,,,,,,,,,,
"International Social Work","2000","0.211","0.27","0.68","98","61","52.46","0",,,,,,,,,,,
"International Social Work","2001","0.247","0.228","0.636","82","54","50","0",,,,,,,,,,,
"International Social Work","2002","0.254","0.284","0.621","112","60","55","16.67",,,,,,,,,,,
"International Social Work","2003","0.178","0.318","0.92","154","47","40.43","23.4",,,,,,,,,,,
"International Social Work","2004","0.192","0.202","0.335","145","38","15.79","50",,,,,,,,,,,
"International Social Work","2005","0.24","0.303","0.879","173","67","11.94","44.78",,,,,,,,,,,
"International Social Work","2006","0.245","0.281","0.473","239","78","25.64","20.51",,,,,,,,,,,
"International Social Work","2007","0.399","0.408","0.61","242","74","27.03","20.27",,,,,,,,,,,
"International Social Work","2008","0.374","0.413","0.543","368","77","28.57","20.78",,,,,,,,,,,
"International Social Work","2009","0.436","0.472","0.687","468","75","28","0",,,,,,,,,,,
"International Social Work","2010","0.425","0.488","0.574","455","70","31.43","0",,,,,,,,,,,
"International Social Work","2011","0.419","0.531","0.707","531","61","39.34","1.64",,,,,,,,,,,
"International Social Work","2012","0.811","1.019","1.106","818","53","41.51","3.77",,,,,,,,,,,
"International Social Work","2013","0.481","0.741","0.907","741","51","74.51","1.96",,,,,,,,,,,
"International Social Work","2014"," "," "," ","582","65","90.77","0",,,,,,,,,,,
"International Social Work","2015"," "," "," ","62","16","100","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2000"," "," "," ","0","12","25","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2001"," "," "," ","0","40","30","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2002"," "," "," ","2","11","9.09","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2003"," "," "," ","4","27","37.04","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2004"," "," "," ","12","26","23.08","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2005"," "," "," ","29","10","30","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2006","0.103","0","0","43","27","14.81","7.41",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2007","0.196","0.063","0.03","76","29","31.03","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2008","0.141","0.161","0.205","81","25","32","8",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2009","0.141","0.273","0.34","118","17","5.88","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2010","0.194","0.298","0.218","133","20","40","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2011","0.38","0.706","0.719","199","19","26.32","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2012","0.33","0.577","0.658","199","18","44.44","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2013","0.283","0.472","0.345","197","16","87.5","6.25",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2014"," "," "," ","157","19","100","0",,,,,,,,,,,
"Journal of Ethnic and Cultural Diversity in Social Work","2015"," "," "," ","16","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","2000"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","2001"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","2002"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Evidence-Based Social Work","2003"," "," "," ","0","0","0","0",,,,,,,,,,,
