"Research on Social Work Practice","1996"," "," "," ","83","39","23.08","2.56",,,,,,,,,,,
"Research on Social Work Practice","1997"," "," "," ","83","35","22.86","5.71",,,,,,,,,,,
"Research on Social Work Practice","1998"," "," "," ","119","54","25.93","7.41",,,,,,,,,,,
"Research on Social Work Practice","1999","0.301","0.402","0.562","133","57","21.05","1.75",,,,,,,,,,,
"Research on Social Work Practice","2000","0.28","0.291","0.426","138","60","33.33","3.33",,,,,,,,,,,
"Research on Social Work Practice","2001","0.415","0.575","0.692","198","54","24.07","7.41",,,,,,,,,,,
"Research on Social Work Practice","2002","0.33","0.471","0.768","219","53","18.87","11.32",,,,,,,,,,,
"Research on Social Work Practice","2003","0.271","0.383","0.533","230","45","11.11","40",,,,,,,,,,,
"Research on Social Work Practice","2004","0.367","0.569","0.736","304","48","10.42","6.25",,,,,,,,,,,
"Research on Social Work Practice","2005","0.346","0.583","0.799","381","58","15.52","31.03",,,,,,,,,,,
"Research on Social Work Practice","2006","0.409","0.763","1.004","482","84","33.33","15.48",,,,,,,,,,,
"Research on Social Work Practice","2007","0.621","1.014","0.81","627","116","43.97","4.31",,,,,,,,,,,
"Research on Social Work Practice","2008","0.714","1.086","1.271","810","75","24","6.67",,,,,,,,,,,
"Research on Social Work Practice","2009","0.855","1.304","1.068","951","86","22.09","6.98",,,,,,,,,,,
"Research on Social Work Practice","2010","0.815","1.53","1.25","1048","90","31.11","4.44",,,,,,,,,,,
"Research on Social Work Practice","2011","0.904","1.717","1.449","1235","81","29.63","14.81",,,,,,,,,,,
"Research on Social Work Practice","2012","0.811","1.734","1.381","1360","77","29.87","36.36",,,,,,,,,,,
"Research on Social Work Practice","2013","0.655","1.474","1.159","1485","67","55.22","13.43",,,,,,,,,,,
"Research on Social Work Practice","2014"," "," "," ","1408","68","70.59","2.94",,,,,,,,,,,
"Research on Social Work Practice","2015"," "," "," ","101","13","100","0",,,,,,,,,,,
"Smith College Studies in Social Work","1996"," "," "," ","45","48","20.83","6.25",,,,,,,,,,,
"Smith College Studies in Social Work","1997"," "," "," ","45","22","36.36","4.55",,,,,,,,,,,
"Smith College Studies in Social Work","1998"," "," "," ","46","33","27.27","0",,,,,,,,,,,
"Smith College Studies in Social Work","1999","0.251","0.169","0.187","72","22","59.09","0",,,,,,,,,,,
"Smith College Studies in Social Work","2000","0.152","0.151","0.262","71","46","43.48","19.57",,,,,,,,,,,
"Smith College Studies in Social Work","2001","0.191","0.257","0.376","69","27","55.56","0",,,,,,,,,,,
"Smith College Studies in Social Work","2002","0.11","0.115","0.12","69","15","60","13.33",,,,,,,,,,,
"Smith College Studies in Social Work","2003","0.112","0.116","0.158","70","28","35.71","78.57",,,,,,,,,,,
"Smith College Studies in Social Work","2004","0.118","0.076","0.227","86","32","34.38","50",,,,,,,,,,,
"Smith College Studies in Social Work","2005","0.105","0.079","0.107","82","31","54.84","38.71",,,,,,,,,,,
"Smith College Studies in Social Work","2006","0.122","0.148","0.174","86","41","68.29","31.71",,,,,,,,,,,
"Smith College Studies in Social Work","2007","0.127","0.235","0.282","100","20","60","0",,,,,,,,,,,
"Smith College Studies in Social Work","2008","0.129","0.175","0.347","126","37","59.46","2.7",,,,,,,,,,,
"Smith College Studies in Social Work","2009","0.101","0.1","0.277","109","38","44.74","5.26",,,,,,,,,,,
"Smith College Studies in Social Work","2010","0.121","0.174","0.337","122","28","39.29","0",,,,,,,,,,,
"Smith College Studies in Social Work","2011","0.2","0.357","0.259","143","21","52.38","0",,,,,,,,,,,
"Smith College Studies in Social Work","2012","0.363","0.76","0.656","197","27","48.15","0",,,,,,,,,,,
"Smith College Studies in Social Work","2013","0.325","0.44","0.404","151","25","92","0",,,,,,,,,,,
"Smith College Studies in Social Work","2014"," "," "," ","133","25","96","0",,,,,,,,,,,
"Smith College Studies in Social Work","2015"," "," "," ","9","0","0","0",,,,,,,,,,,
"Social Work","1996"," "," "," ","841","121","43.8","3.31",,,,,,,,,,,
"Social Work","1997"," "," "," ","875","88","36.36","3.41",,,,,,,,,,,
"Social Work","1998"," "," "," ","867","72","25","8.33",,,,,,,,,,,
"Social Work","1999","0.957","1.103","1.785","1004","60","13.33","3.33",,,,,,,,,,,
"Social Work","2000","0.709","0.884","1.258","1066","68","39.71","5.88",,,,,,,,,,,
"Social Work","2001","0.622","1.064","1.988","966","53","22.64","5.66",,,,,,,,,,,
"Social Work","2002","1.031","1.179","1.589","1140","50","14","4",,,,,,,,,,,
"Social Work","2003","0.741","1.095","1.904","1143","69","10.14","21.74",,,,,,,,,,,
"Social Work","2004","0.701","1.043","1.647","1051","76","19.74","27.63",,,,,,,,,,,
"Social Work","2005","0.459","0.806","1.161","1253","52","23.08","17.31",,,,,,,,,,,
"Social Work","2006","0.477","0.871","1.477","1575","63","33.33","26.98",,,,,,,,,,,
"Social Work","2007","0.6","0.937","1.271","1598","59","30.51","18.64",,,,,,,,,,,
"Social Work","2008","0.534","1","1.318","1704","42","7.14","26.19",,,,,,,,,,,
"Social Work","2009","1.077","1.699","1.721","1722","44","11.36","4.55",,,,,,,,,,,
"Social Work","2010","0.617","1.43","1.878","1860","51","23.53","5.88",,,,,,,,,,,
"Social Work","2011","0.652","1.296","1.499","1874","48","27.08","10.42",,,,,,,,,,,
"Social Work","2012","0.477","0.958","0.867","2043","39","38.46","23.08",,,,,,,,,,,
"Social Work","2013","0.483","1.133","1.041","2022","49","63.27","4.08",,,,,,,,,,,
"Social Work","2014"," "," "," ","1390","37","86.49","8.11",,,,,,,,,,,
"Social Work","2015"," "," "," ","103","0","0","0",,,,,,,,,,,
"Social Work & Society","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Social Work & Society","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Social Work & Society","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"Social Work & Society","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"Social Work & Society","2000"," "," "," ","0","0","0","0",,,,,,,,,,,
"Social Work & Society","2001"," "," "," ","0","0","0","0",,,,,,,,,,,
