Scopus - Compare journals

"Journal selected: ","Affilia - Journal of Women and Social Work, Child and Adolescent Social Work Journal, Children and Schools, Families in Society, Journal of Human Behavior in the Social Environment, Journal of Progressive Human Services, Journal of Psychosocial Oncology, Journal of Technology in Human Services"

"Calculations last updated:","13 Jun 2014"
"Note:","Scopus does not have complete citation information for articles published before 1996. For more information please visit www.journalmetrics.com"

"Journal","Year","SJR","IPP","SNIP","Citations","Documents","% Not Cited","% Review"
"Affilia - Journal of Women and Social Work","1996"," "," "," ","48","43","53.49","13.95",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","1997"," "," "," ","78","50","56","10",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","1998"," "," "," ","64","45","60","4.44",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","1999","0.207","0.234","0.303","71","61","65.57","3.28",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2000","0.226","0.304","0.607","76","35","31.43","14.29",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2001","0.143","0.19","0.353","84","52","63.46","1.92",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2002","0.629","0.516","0.565","126","46","47.83","41.3",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2003","0.284","0.385","0.454","122","66","57.58","21.21",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2004","0.177","0.176","0.317","120","60","60","36.67",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2005","0.259","0.282","0.479","147","65","58.46","32.31",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2006","0.333","0.385","0.598","180","62","51.61","12.9",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2007","0.277","0.286","0.442","170","43","32.56","4.65",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2008","0.406","0.494","0.607","244","52","44.23","3.85",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2009","0.348","0.451","0.576","248","44","34.09","0",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2010","0.449","0.671","0.812","293","53","45.28","1.89",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2011","0.411","0.674","0.636","350","66","69.7","12.12",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2012","0.386","0.73","0.996","377","41","58.54","4.88",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2013","0.379","0.72","1.015","454","38","60.53","47.37",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2014"," "," "," ","314","31","93.55","61.29",,,,,,,,,,,
"Affilia - Journal of Women and Social Work","2015"," "," "," ","31","0","0","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1996"," "," "," ","106","38","26.32","2.63",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1997"," "," "," ","94","33","33.33","18.18",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1998"," "," "," ","113","37","40.54","18.92",,,,,,,,,,,
"Child and Adolescent Social Work Journal","1999","0.339","0.451","0.694","159","29","27.59","10.34",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2000","0.259","0.342","0.646","151","30","20","10",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2001","0.186","0.203","0.417","153","30","26.67","13.33",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2002","0.186","0.169","0.169","166","30","20","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2003","0.233","0.296","0.405","207","41","34.15","36.59",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2004","0.207","0.253","0.253","179","45","26.67","20",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2005","0.253","0.357","0.432","251","29","24.14","24.14",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2006","0.284","0.429","0.505","344","37","24.32","16.22",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2007","0.247","0.244","0.324","342","31","3.23","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2008","0.24","0.364","0.337","396","44","27.27","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2009","0.308","0.51","0.395","479","45","31.11","0",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2010","0.252","0.52","0.444","514","29","17.24","13.79",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2011","0.38","0.794","0.542","590","29","27.59","6.9",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2012","0.279","0.62","0.467","630","30","30","3.33",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2013","0.269","0.586","0.386","664","30","60","6.67",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2014"," "," "," ","470","55","96.36","5.45",,,,,,,,,,,
"Child and Adolescent Social Work Journal","2015"," "," "," ","22","6","100","0",,,,,,,,,,,
"Children and Schools","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Children and Schools","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Children and Schools","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"Children and Schools","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"Children and Schools","2000"," "," "," ","0","6","16.67","0",,,,,,,,,,,
"Children and Schools","2001"," "," "," ","0","23","4.35","0",,,,,,,,,,,
"Children and Schools","2002"," "," "," ","3","21","14.29","0",,,,,,,,,,,
"Children and Schools","2003"," "," "," ","9","21","19.05","0",,,,,,,,,,,
"Children and Schools","2004"," "," "," ","9","23","13.04","0",,,,,,,,,,,
"Children and Schools","2005"," "," "," ","48","28","7.14","28.57",,,,,,,,,,,
"Children and Schools","2006","0.164","0.375","0.441","65","30","10","30",,,,,,,,,,,
"Children and Schools","2007","0.281","0.347","0.433","94","31","32.26","25.81",,,,,,,,,,,
"Children and Schools","2008","0.498","0.589","0.639","143","24","8.33","33.33",,,,,,,,,,,
"Children and Schools","2009","0.374","0.588","0.8","190","29","24.14","10.34",,,,,,,,,,,
"Children and Schools","2010","0.391","0.529","0.495","253","27","22.22","22.22",,,,,,,,,,,
"Children and Schools","2011","0.325","0.522","0.684","296","27","37.04","14.81",,,,,,,,,,,
"Children and Schools","2012","0.326","0.347","0.434","290","28","75","7.14",,,,,,,,,,,
"Children and Schools","2013","0.443","0.493","0.503","287","20","75","15",,,,,,,,,,,
"Children and Schools","2014"," "," "," ","220","26","96.15","7.69",,,,,,,,,,,
"Children and Schools","2015"," "," "," ","18","0","0","0",,,,,,,,,,,
"Families in Society","1996"," "," "," ","189","92","42.39","10.87",,,,,,,,,,,
"Families in Society","1997"," "," "," ","266","109","44.04","4.59",,,,,,,,,,,
"Families in Society","1998"," "," "," ","283","90","40","10",,,,,,,,,,,
"Families in Society","1999","0.484","0.623","0.894","329","111","39.64","1.8",,,,,,,,,,,
"Families in Society","2000","0.402","0.462","0.786","370","95","43.16","3.16",,,,,,,,,,,
"Families in Society","2001","0.361","0.426","0.664","347","80","27.5","20",,,,,,,,,,,
"Families in Society","2002","0.36","0.427","0.612","456","93","35.48","19.35",,,,,,,,,,,
"Families in Society","2003","0.361","0.503","0.795","452","81","28.4","32.1",,,,,,,,,,,
"Families in Society","2004","0.291","0.353","0.571","495","80","25","50",,,,,,,,,,,
"Families in Society","2005","0.354","0.425","0.627","543","80","25","36.25",,,,,,,,,,,
"Families in Society","2006","0.283","0.419","0.55","722","86","31.4","5.81",,,,,,,,,,,
"Families in Society","2007","0.349","0.475","0.696","794","76","14.47","11.84",,,,,,,,,,,
"Families in Society","2008","0.298","0.46","0.492","891","82","35.37","8.54",,,,,,,,,,,
"Families in Society","2009","0.337","0.432","0.444","929","99","48.48","0",,,,,,,,,,,
"Families in Society","2010","0.305","0.514","0.609","931","67","34.33","2.99",,,,,,,,,,,
"Families in Society","2011","0.286","0.469","0.477","980","65","33.85","10.77",,,,,,,,,,,
"Families in Society","2012","0.358","0.532","0.477","977","42","59.52","38.1",,,,,,,,,,,
"Families in Society","2013","0.265","0.461","0.563","928","19","47.37","5.26",,,,,,,,,,,
"Families in Society","2014"," "," "," ","680","0","0","0",,,,,,,,,,,
"Families in Society","2015"," "," "," ","41","0","0","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","1998"," "," "," ","0","25","12","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","1999","0.746"," "," ","5","19","15.79","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2000","0.383"," "," ","3","9","0","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2001","0.121"," "," ","7","38","15.79","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2002"," "," "," ","29","44","18.18","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2003"," "," "," ","38","46","4.35","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2004"," "," "," ","51","40","0","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2005"," "," "," ","53","40","12.5","62.5",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2006","0.126","0.128","0.404","135","34","26.47","8.82",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2007","0.138","0.082","0.146","123","82","24.39","10.98",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2008","0.151","0.148","0.21","162","47","29.79","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2009","0.166","0.172","0.169","205","67","25.37","4.48",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2010","0.19","0.271","0.29","217","62","19.35","0",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2011","0.175","0.327","0.336","283","67","50.75","14.93",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2012","0.246","0.386","0.357","419","69","62.32","10.14",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2013","0.188","0.33","0.281","395","72","86.11","1.39",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2014"," "," "," ","367","97","92.78","1.03",,,,,,,,,,,
"Journal of Human Behavior in the Social Environment","2015"," "," "," ","28","0","0","0",,,,,,,,,,,
"Journal of Progressive Human Services","1996"," "," "," ","19","13","61.54","0",,,,,,,,,,,
"Journal of Progressive Human Services","1997"," "," "," ","9","10","20","0",,,,,,,,,,,
"Journal of Progressive Human Services","1998"," "," "," ","9","13","69.23","0",,,,,,,,,,,
"Journal of Progressive Human Services","1999"," "," "," ","19","9","44.44","0",,,,,,,,,,,
"Journal of Progressive Human Services","2000"," "," "," ","20","14","35.71","0",,,,,,,,,,,
"Journal of Progressive Human Services","2001"," "," "," ","14","17","64.71","0",,,,,,,,,,,
"Journal of Progressive Human Services","2002"," "," "," ","20","20","65","0",,,,,,,,,,,
"Journal of Progressive Human Services","2003"," "," "," ","30","17","70.59","0",,,,,,,,,,,
"Journal of Progressive Human Services","2004"," "," "," ","23","18","83.33","0",,,,,,,,,,,
"Journal of Progressive Human Services","2005"," "," "," ","31","15","60","33.33",,,,,,,,,,,
"Journal of Progressive Human Services","2006","0.103","0.111","0.429","32","12","33.33","8.33",,,,,,,,,,,
"Journal of Progressive Human Services","2007","0.101","0.056","0.095","31","16","62.5","0",,,,,,,,,,,
"Journal of Progressive Human Services","2008","0.101","0","0","37","14","50","0",,,,,,,,,,,
"Journal of Progressive Human Services","2009","0.16","0.296","0.679","53","16","43.75","0",,,,,,,,,,,
"Journal of Progressive Human Services","2010","0.207","0.292","0.464","55","15","66.67","0",,,,,,,,,,,
