Scopus - Compare journals

"Journal selected: ","Journal of Religion and Spirituality in Social Work, Journal of Social Work, Journal of Social Work Education, Journal of Social Work Practice, Journal of Social Work Practice in the Addictions, Journal of Social Work in Disability and Rehabilitation, Journal of Social Work in End-of-Life and Palliative Care, Journal of Teaching in Social Work, Psychoanalytic Social Work, Qualitative Social Work"

"Calculations last updated:","13 Jun 2014"
"Note:","Scopus does not have complete citation information for articles published before 1996. For more information please visit www.journalmetrics.com"

"Journal","Year","SJR","IPP","SNIP","Citations","Documents","% Not Cited","% Review"
"Journal of Religion and Spirituality in Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2000"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2001"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2002"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2003"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2004"," "," "," ","0","37","45.95","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2005"," "," "," ","0","23","52.17","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2006"," "," "," ","13","45","42.22","4.44",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2007","0.176","0.103","0.169","15","26","23.08","3.85",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2008","0.12","0.102","0.343","21","28","25","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2009","0.263","0.507","0.342","60","38","39.47","5.26",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2010","0.357","0.565","0.386","86","24","33.33","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2011","0.607","0.855","0.899","101","28","53.57","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2012","0.296","0.554","0.457","133","21","52.38","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2013","0.251","0.422","0.427","163","23","91.3","4.35",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2014"," "," "," ","68","14","100","0",,,,,,,,,,,
"Journal of Religion and Spirituality in Social Work","2015"," "," "," ","5","0","0","0",,,,,,,,,,,
"Journal of Social Work","1996"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Social Work","1997"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Social Work","1998"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Social Work","1999"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Social Work","2000"," "," "," ","0","0","0","0",,,,,,,,,,,
"Journal of Social Work","2001"," "," "," ","1","41","53.66","0",,,,,,,,,,,
"Journal of Social Work","2002"," "," "," ","2","38","57.89","0",,,,,,,,,,,
"Journal of Social Work","2003"," "," "," ","19","29","34.48","0",,,,,,,,,,,
"Journal of Social Work","2004"," "," "," ","28","35","48.57","0",,,,,,,,,,,
"Journal of Social Work","2005"," "," "," ","27","39","56.41","0",,,,,,,,,,,
"Journal of Social Work","2006"," "," "," ","53","35","51.43","0",,,,,,,,,,,
"Journal of Social Work","2007"," "," "," ","90","34","55.88","0",,,,,,,,,,,
"Journal of Social Work","2008"," "," "," ","116","42","57.14","0",,,,,,,,,,,
"Journal of Social Work","2009","0.123","0.15","0.196","133","45","46.67","2.22",,,,,,,,,,,
"Journal of Social Work","2010","0.549","0.405","0.859","201","45","60","2.22",,,,,,,,,,,
"Journal of Social Work","2011","0.521","1.081","1.256","230","45","48.89","6.67",,,,,,,,,,,
