Scopus - Compare journals

"Journal selected: ","Social Work with Groups, Social Work/Maatskaplike Werk"

"Calculations last updated:","13 Jun 2014"
"Note:","Scopus does not have complete citation information for articles published before 1996. For more information please visit www.journalmetrics.com"

"Journal","Year","SJR","IPP","SNIP","Citations","Documents","% Not Cited","% Review"
"Social Work with Groups","1996"," "," "," ","47","38","52.63","0",,,,,,,,,,,
"Social Work with Groups","1997"," "," "," ","64","38","47.37","0",,,,,,,,,,,
"Social Work with Groups","1998"," "," "," ","86","34","61.76","0",,,,,,,,,,,
"Social Work with Groups","1999"," "," "," ","97","44","54.55","0",,,,,,,,,,,
"Social Work with Groups","2000"," "," "," ","125","43","55.81","0",,,,,,,,,,,
"Social Work with Groups","2001"," "," "," ","70","50","50","0",,,,,,,,,,,
"Social Work with Groups","2002"," "," "," ","94","42","35.71","0",,,,,,,,,,,
"Social Work with Groups","2003"," "," "," ","112","42","50","0",,,,,,,,,,,
"Social Work with Groups","2004"," "," "," ","122","34","44.12","0",,,,,,,,,,,
"Social Work with Groups","2005"," "," "," ","143","15","53.33","0",,,,,,,,,,,
"Social Work with Groups","2006","0.105","0","0","272","66","30.3","6.06",,,,,,,,,,,
"Social Work with Groups","2007","0.19","0.038","0.102","179","41","56.1","0",,,,,,,,,,,
"Social Work with Groups","2008","0.224","0.333","0.332","315","31","51.61","0",,,,,,,,,,,
"Social Work with Groups","2009","0.248","0.4","0.333","187","47","57.45","2.13",,,,,,,,,,,
"Social Work with Groups","2010","0.211","0.333","0.495","191","34","44.12","0",,,,,,,,,,,
"Social Work with Groups","2011","0.344","0.385","0.965","276","47","65.96","2.13",,,,,,,,,,,
"Social Work with Groups","2012","0.371","0.482","0.67","278","27","44.44","3.7",,,,,,,,,,,
"Social Work with Groups","2013","0.265","0.365","0.493","210","29","55.17","0",,,,,,,,,,,
"Social Work with Groups","2014"," "," "," ","311","29","89.66","0",,,,,,,,,,,
"Social Work with Groups","2015"," "," "," ","43","7","100","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","1996"," "," "," ","58","48","43.75","14.58",,,,,,,,,,,
"Social Work/Maatskaplike Werk","1997"," "," "," ","59","35","54.29","5.71",,,,,,,,,,,
"Social Work/Maatskaplike Werk","1998"," "," "," ","31","38","28.95","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","1999","0.199","0.163","0.762","50","38","34.21","5.26",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2000","0.222","0.292","0.766","91","32","43.75","3.12",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2001","0.206","0.135","0.682","58","33","51.52","3.03",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2002","0.193","0.11","0.382","79","32","53.13","3.12",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2003","0.196","0.126","0.372","55","34","47.06","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2004","0.188","0.122","0.763","61","34","41.18","8.82",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2005","0.193","0.228","0.496","70","33","27.27","6.06",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2006","0.204","0.206","0.574","85","28","39.29","3.57",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2007","0.242","0.407","0.673","99","32","43.75","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2008","0.384","0.218","0.611","107","32","50","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2009","0.208","0.14","0.533","78","40","52.5","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2010","0.197","0.168","0.399","104","38","44.74","0",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2011","0.198","0.198","0.386","94","36","66.67","2.78",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2012","0.192","0.143","0.252","77","34","82.35","5.88",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2013","0.274","0.188","0.225","107","38","89.47","28.95",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2014"," "," "," ","73","28","100","14.29",,,,,,,,,,,
"Social Work/Maatskaplike Werk","2015"," "," "," ","1","0","0","0",,,,,,,,,,,

"© 2015 Elsevier B.V. All rights reserved. Scopus ® is a registered trademark of Elsevier Properties S.A., used under license."
